id,twitid,date,text,sberbank,vtb,gazprom,alfabank,bankmoskvy,raiffeisen,uralsib,rshb
67,492542251370040000,1406266198,Кредитный калькулятор сбербанк украины http://t.co/JqD0an7yhZ,0,,,,,,,
69,492544848860180000,1406266817,Россельхозбанк утвердил Программу развития региональной сети до 2020 года | http://t.co/zYNBxNTSag http://t.co/joYrLQpsAt,,,,,,,,1
70,492546512652500000,1406267214,Отказ от повышения налогов сохранит и даже ускорит рост ВВП РФ - Sberbank CIB,0,,,,,,,
71,492547326574360000,1406267408,Льготное кредитование на автомобили 2014 сбербанк http://t.co/WU0s8lMWQA,1,,,,,,,
72,492549895270970000,1406268020,"Новые санкции США в отношении Внешэкономбанка (ВЭБ), Газпромбанка, ""Роснефти"" и НОВАТЭКа вызвали рост неопределенности и недоверия, что мож",,,-1,,,,,
73,492553427235650000,1406268862,Расчет потребительского кредита в россельхозбанке http://t.co/RWXlHdjCfb,,,,,,,,0
74,492553656164960000,1406268917,получение автокредита втб 24 без прописки в москве,,0,,,,,,
75,492556341282880000,1406269557,Проверка баланса на кредитной карте sberbank http://t.co/TgjIRfz5uy,0,,,,,,,
76,492557931125410000,1406269936,Кредиты в россельхозбанке в кабардино балкарии http://t.co/IDHiJuLnaG,,,,,,,,0
77,492565533607210000,1406271749,#СМИ Сбербанк поможет своему должнику построить Керченский мост: @dailysmi_net Глава Сбербанка Герман... http://t.co/A2S7sx7eRu #новости,0,,,,,,,
78,492565579103210000,1406271760,"Если терминал по-прежнему не работает,то тогда через сбербанк онлайн придется",-1,,,,,,,
79,492566985000360000,1406272095,Туры в кредит альфа банк,,,,0,,,,
80,492568323901510000,1406272414,инструкция по инкассации денежных средств в сбербанк http://t.co/0NcY4oYTKD #по #сбербанк,0,,,,,,,
81,492569106088870000,1406272601,RT @omartynchik1: #Уралсиб Банк Сарапул Заявка На Кредит http://t.co/aG3nHZ2hgL,,,,,,,0,
82,492577836977640000,1406274682,«Райффайзен Банк Аваль» за полгода получил 1 млрд гривень убытка,,,,,,-1,,
83,492580204632890000,1406275247,Где получить кредит до 75 лет Кредиты для пенсионеров в ВТБ 24 в 60 65 70 лет в 2014 году http://t.co/H110iUaEeh,,0,,,,,,
84,492580250820540000,1406275258,Взять выгодный кредит онлайн в ВТБ 24 под залог квартиры или другой недвижимости  http://t.co/I85MOExXse,,1,,,,,,
85,492581806777340000,1406275629,"RT @ybobscufi23: Информация Банка России ""О деятельности Газпромбанка и Внешэкономбанка""",,,0,,,,,
7527,410634547164770304,1386737879,http://t.co/DpfA9jLs6P овердрафт втб 24,,0,,,,,,
86,492585739054750000,1406276566,"Правлением ОАО «Россельхозбанк» утверждена Программа развития региональной сети Банка до 2020 года, призванная решить сразу несколько страт",,,,,,,,1
87,492587625031960000,1406277016,RT @yonchik1: Никогда не переводите деньги из #qiwi в #альфабанк это 5 !!! календарных дней минимум и потом еще поиск этих денег! #банки 21…,,,,-1,,,,
88,492588685704320000,1406277269,Журнал Global Finance признал Сбербанк Онлайн лучшим розничным интернет-банком в России http://t.co/fEHyCTYaxj,1,,,,,,,
89,492589259438960000,1406277405,За полгода благодаря ипотеке от Россельхозбанка жилищные условия улучшили больше 300 красноярских семей. Филиал выдал на эти цели в общей с,,,,,,,,1
90,492589966828920000,1406277574,Журнал Global Finance признал Сбербанк Онлайн: По результатам проведенного исследования журнал Global Finance ... http://t.co/REkPVmc4NU,1,,,,,,,
91,492600818810770000,1406280161,@D_Babich сбер собираюсь открыть сегодня.,1,,,,,,,
92,492609324716680000,1406282189,"@sberbank Но и когда уже Вы созреете господа банкиры.
http://t.co/Fg88U95jHX",0,,,,,,,
93,492611899562150000,1406282803,"Раньше в Альфа банке такие красивые девочки работали, а щас какие-то забитые мыши",,,,-1,,,,
94,492611943887140000,1406282814,Сбербанк России намерен построить недвижимость во всей стране: В скором времени Сбербанк России намерен вложит... http://t.co/OjZPbKy9jE,0,,,,,,,
95,492616424318580000,1406283882,http://t.co/ftGJlXXHSi Взять кредит в втб 24 наличными,,0,,,,,,
96,492618800802830000,1406284449,http://t.co/I1DwWNVzmq Оформить заявку на кредит райффайзенбанк,,,,,,0,,
97,492620547457810000,1406284865,Под санкции Канады попали Газпромбанк и ВЭБ http://t.co/oZApBp1mlj #klerk,,,-1,,,,,
98,492621085171810000,1406284993,"21 июля. FINMARKET.RU - Рост неопределенности и недоверия, вызванный новым раундом санкций США в отношении ВЭБа, Газпромбанка, ""Роснефти"" и",,,-1,,,,,
99,492621263379390000,1406285036,http://t.co/5hSweYuyvp Сбербанк взять кредит на машину,0,,,,,,,
100,492621922421580000,1406285193,#tlt Поволжский Сбербанк проведет семинар по брокерскому обслуживанию http://t.co/8wXNYcxdTZ #тлт,0,,,,,,,
101,492622009617350000,1406285214,В скором времени Сбербанк России намерен вложить энную сумму средств в строительство объектов недвижимости на всей территории страны. Общая,1,,,,,,,
102,492624547951420000,1406285819,http://t.co/bmta53xeAQ Взять кредит в альфа банке нижнего новгорода,,,,0,,,,
103,492625619034060000,1406286074,http://t.co/UMIXHReyDn Взять кредит в альфа банк в спб,,,,0,,,,
104,492625878577610000,1406286136,"Сотрудники Банка расскажут, как грамотно инвестировать в рынок ценных бумаг и получать от этого прибыль...

. Поволжский Сбербанк провед",1,,,,,,,
105,492628092104770000,1406286664,http://t.co/7WPZr1EOTf Как взять кредит в альфа банке по интернету,,,,0,,,,
106,492628701176430000,1406286809,http://t.co/Zdw84BqjiK Взять кредит в россельхозбанке кемерово,,,,,,,,0
107,492629823219850000,1406287077,"RT @retucargo: Рейтинг стоимости брендов: Apple — лидер, две российские компании — Сбербанк и МТС вошли в топ-100",1,,,,,,,
108,492630424120990000,1406287220,http://t.co/QnbTyIP11s Как взять кредит россельхозбанке,,,,,,,,0
109,492631392724200000,1406287451,Поволжский Сбербанк проведет семинар по брокерскому обслуживанию,0,,,,,,,
110,492633342870040000,1406287916,@alfa_bank я всего лишь заменил сим карту (не номер) и теперь для разблокировки симкарты мне надо ехать в отделение Альфа-Банк.,,,,-1,,,,
111,492634400425650000,1406288168,образец кредитного договора сбербанк россии http://t.co/80CoIwN5uw #россии #договора,0,,,,,,,
112,492634579527010000,1406288211,http://t.co/7Tc4rWqCRL Как взять кредит в россельхозбанк в марий эл,,,,,,,,0
113,492634759395550000,1406288254,Банк Москвы будет гореть в Аду. Я лично спущусь с Небес. Проверить.,,,,,-1,,,
114,492635872572220000,1406288519,http://t.co/YcWLLigpKJ Получить небольшой кредит в райффайзен банке,,,,,,0,,
115,492637072088630000,1406288805,Я просто зашла в Альфа банк и увидела этот журнал )Мило,,,,0,,,,
116,492637726546880000,1406288961,http://t.co/37IIAbUqUW Со скольких лет можно взять кредит в альфа банке,,,,0,,,,
117,492637959653310000,1406289017,Банк Москвы отчитался о первых результатах в работе с региональными операторами: Банк Москвы одним из... http://t.co/luHGb3vSwW #novosti,,,,,0,,,
118,492641541023080000,1406289870,http://t.co/ao9XFCObMV Взять потребительский кредит в альфа банке за 30 мин,,,,0,,,,
119,492644563216250000,1406290591,http://t.co/GzJ4nIQnQ3 Взять кредит в альфа банке наличными,,,,0,,,,
120,492644923012030000,1406290677,"Ограничительные меры затронут такие организации, как Газпромбанк, Внешэкономбанк, ""Калашников"", ""Конструкторское бюро приборостроения"", ""Но",,,-1,,,,,
121,492644971909230000,1406290688,http://t.co/wtPUUn9KMR Сбербанк россии как взять кредит на неотложные нужды,0,,,,,,,
122,492650979872240000,1406292121,http://t.co/smU2bT3v7V Как оформить кредит в россельхозбанк,,,,,,,,0
123,492653001824160000,1406292603,Сбербанк Онлайн лучший интернет-банк в России: Сбербанк Онлайн позволяет клиенту управлять сво... http://t.co/qqIISqRraP #Саратов,1,,,,,,,
124,492654638517470000,1406292993,http://t.co/fub3Pzo0H0 Взять кредит в оао россельхозбанк 800 т,,,,,,,,0
125,492656635790500000,1406293469,http://t.co/k1fLrnMJL9 Сбербанк россии взять кредит онега,0,,,,,,,
126,492658589488930000,1406293935,По результатам проведенного исследования журнал Global Finance признал Сбербанк Онлайн лучшим розничным интернет-банком в России в 2014 год,1,,,,,,,
127,492659009267460000,1406294035,@alfa_bank раз уж на то пошло... Лентяи работающие с физиками.,,,,-1,,,,
128,492659058194020000,1406294047,http://t.co/KoHCPzRAds Оформить кредитную карту сбербанк без справок,0,,,,,,,
129,492659705786150000,1406294201,http://t.co/ZGbpFevMZl Взять кредит наличными в втб 24 калькулятор,,0,,,,,,
130,492665812130730000,1406295657,http://t.co/eSqT2ncUP8 Взять кредит альфа банк город спасск дальний,,,,0,,,,
131,492667786846820000,1406296128,http://t.co/MnR6voJrK9 Сбербанк кредит хоть я не работаю могу взять или нет,0,,,,,,,
132,492672279835600000,1406297199,@M4DON_INFO Комиссия будет начисляться согласно тарифам @sberbank по переводу на другие карты.,0,,,,,,,
133,492672595465370000,1406297274,http://t.co/DzAxRR6CPP Доверительный кредит втб 24 на каких условиях взять,,0,,,,,,
134,492672639421660000,1406297285,@max_katz Лайфхак дня: напишите на стене #Сбербанк и через пол часа там выстроиться очередь из 30 пенсионеров,-1,,,,,,,
135,492673706410650000,1406297539,http://t.co/Bmr7mfAZxc Взять потребительский кредит в газпромбанке,,,0,,,,,
136,492673791688840000,1406297560,"@alfa_bank передал через хостес что занят, но при этом когда к нему сходила операционист с вопросом, он ее принял",,,,-1,,,,
137,492674492842660000,1406297727,http://t.co/qBnptDUer0 Взять кредит в россельхозбанке город можга,,,,,,,,0
138,492675200337840000,1406297895,#Новые санкции затрагивают и Газпромбанк  #sledui,,,-1,,,,,
139,492677629418690000,1406298475,http://t.co/ZMCgjC8fDj Взять кредит в райффайзенбанке в омске,,,,,,0,,
140,492680536440460000,1406299168,"#банкомат компании #Сбербанк съел #деньги и испортил мне вечер и выходные, #падла",-1,,,,,,,
141,492684612481850000,1406300139,http://t.co/MITS4iczkU Оформить кредитную карту райфайзенбанкаваль,,,,,,0,,
142,492685066167150000,1406300248,http://t.co/M2S4pclR7N Как взять кредит в альфа банке,,,,0,,,,
143,492685282110870000,1406300299,"ВЭБ, ВТБ, Сбербанк - касса Путина. никогда не доверю им деньги",-1,-1,,,,,,
144,492686720958490000,1406300642,Судебные приставы Ботлихского района совместно с работниками ОАО «Россельхозбанк» провели рейдовые мероприятия по взысканию кредитной задол,,,,,,,,0
145,492687500574740000,1406300828,RT @inbergMck: Россия: Сбербанк повысил процентные ставки по ипотеке http://t.co/1zFbpzQJeV,-1,,,,,,,
146,492691939129820000,1406301886,http://t.co/dntW38k4SP Сбербанк рф как взять кредит в сумме 150000 руб,0,,,,,,,
147,492693228110750000,1406302194,http://t.co/Z8r6vTjpwm Оформить заявку на кредит в газпромбанке в костроме,,,0,,,,,
148,492693862960620000,1406302345,http://t.co/SnVMm7H6Ip Оформить кредит в альфа банк,,,,0,,,,
149,492697748513520000,1406303271,курс доллара в Орше покупка продажа /  / Банк БелВЭБ 10 270 10 320 / Банк ВТБ (Беларусь) 10 230 10 350 / Банк М.. http://t.co/PpZprbmLS8,,0,,,,,,
151,492701249092210000,1406304106,http://t.co/t8j9Xe6Ab9 Банк москвы в улан удэ оформить кредит через,,,,,0,,,
152,492704567289580000,1406304897,"@just_NS @alfa_bank Впизду эти карточки, лучше с наличкой двигаться! Возьму на заметку Ярик, мало ли со мной такое случится",,,,-1,,,,
153,492705030617960000,1406305007,курс рубля в Витебске покупка продажа /  / Банк БелВЭБ 291 295 / Банк ВТБ (Беларусь) 276 298 / Банк Москва - Ми.. http://t.co/d3SJqrg9qf,,0,,,,,,
154,492705123802830000,1406305030,http://t.co/73v4VEzs8e Взять кредит уралсиб банк калининград,,,,,,,0,
155,492711844880980000,1406306632,образец договора банковского вклада сбербанк http://t.co/L2juGzW5Ni #банковского #вклада,0,,,,,,,
156,492720912228020000,1406308794,С 25 июля по 25 августа 2014 года Новгородский региональный филиал ОАО «Россельхозбанк» проводит месяц продаж… http://t.co/PhpyLNLekj,,,,,,,,0
157,492728285986820000,1406310552,RT @sivyrymimad: Сбербанк застрахует имущество на полтриллиона рублей,0,,,,,,,
158,492730751625230000,1406311140,В Вологодской области Сбербанк выдал 1400 кредитов «Доверие» для малого бизнеса,0,,,,,,,
159,492734968087330000,1406312145,http://t.co/uW2ViyPjK4 minecraft ПОРТАЛ В РАЙФФАЙЗЕН bank,,,,,,0,,
160,492744827365490000,1406314496,В 2013 году Сбербанк каждый час выдавал жилищных кредитов на 10 млн рублей.В Северном банке Сбербанка России подведены итоги розничного кре,1,,,,,,,
237,492973177434540000,1406368939,RT @auffpsrsdzbb: Сбербанк на телефон http://t.co/sksac0KSa3,0,,,,,,,
161,492755938953400000,1406317145,"@sberbank здравствуйте, возможно ли отправить денги в Турцию? У вас просто ""western union"" нет. Спасибо заранее.",0,,,,,,,
162,492760071404020000,1406318130,"RT @pbldrila: сбербанк коварные. чем смсочки с днем рождения отправлять, лучше бы высылали деньги",-1,,,,,,,
163,492764259244190000,1406319129,"#iPhone Введение ограничительных мер затронет Внешэкономбанк, Газпромбанк, «Конструкторское бюро приборостроен... http://t.co/hMM8YS3CJV",,,-1,,,,,
164,492764435074010000,1406319171,"@mizotw к сожалению.. но он только шестёрка, нет?как и Греф, кстати.А СБЕР в крыму НЕ БУДЕТ ИМЕТЬ ФИЛИАЛЫ,сейчас его укр-дочка @Iskra_Veter",-1,,,,,,,
165,492771393625270000,1406320830,С 1 августа Сбербанк начнет выдавать кредиты на покупку недвижимости&amp;#8230;,1,,,,,,,
166,492777928141590000,1406322388,Путевка в кредит от альфа банка,,,,0,,,,
167,492781448383180000,1406323227,http://t.co/SKwIpA9HLR Как узнать могу ли я взять кредит в альфа банке,,,,0,,,,
168,492787143081610000,1406324585,"«Газпром» пользуется услугами Газпромбанка, несмотря на санкции США",,,1,,,,,
169,492788399216940000,1406324884,образец претензии в сбербанк россии о снятие ареста http://t.co/5N9CTA2soo #снятие,0,,,,,,,
170,492793833693120000,1406326180,http://t.co/OlmZbYI6ix Как взять кредит сбербанк волгоград,0,,,,,,,
171,492798051959190000,1406327185,http://t.co/6X2zoqpomZ Оформить кредитную карту в альфа банке,,,,0,,,,
172,492800136394080000,1406327682,http://t.co/ZbAhZSlt0i Сбербанк получить кредит военная пенсия,0,,,,,,,
173,492800362407940000,1406327736,бланк на госпошлину загранпаспорта в сбербанк http://t.co/xYbDjVno8y #в #бланк,0,,,,,,,
174,492804031665140000,1406328611,"@tvrain @olgabychkova Украина хочет разместить для финансирования АТО ""военные"" облигации через Сбербанк России http://t.co/o1HerHrblL",0,,,,,,,
175,492805856355180000,1406329046,"@holmogorov Украина хочет разместить для финансирования АТО ""военные"" облигации через Сбербанк России http://t.co/o1HerHrblL",0,,,,,,,
176,492810063317600000,1406330049,доверенность сбербанк бланк http://t.co/tufQFtkH4Y,0,,,,,,,
177,492814712535790000,1406331158,http://t.co/mxZjq05mL0 Взять потребительский кредит в банк москвы,,,,,0,,,
178,492817961343000000,1406331932,http://t.co/ZlRkVkIeOY Сбербанк как получить кредит пенсионеру,0,,,,,,,
179,492819345702400000,1406332262,http://t.co/sQyAUcCXCN Новости экономики: Сбербанк поможет в строительстве Керченского моста,1,,,,,,,
180,492827391442420000,1406334181,Туры кредит альфа банк,,,,0,,,,
181,492833515915200000,1406335641,Сбербанк всегда со своими клиентами. Вы работаете - Сбербанк тоже работает. Вы вышли с работы - Сбербанк уже закрылся.,-1,,,,,,,
182,492841809224010000,1406337618,Вчера что-то про сбербанк говорил? Я повторюсь...,0,,,,,,,
183,492842641046770000,1406337816,бланк доверенности на получение карт пин-конвертов альфа банк http://t.co/5mywGEMqmN #доверенности #карт,,,,0,,,,
184,492842723985350000,1406337836,http://t.co/14sv15Iyeg Оформить кредитную карту в россельхозбанке онлайн,,,,,,,,0
185,492844053977780000,1406338153,"RT @vihahezamyku: Пресс-релиз банка: Газпромбанк предоставил ОАО «Алтайэнергосбыт» овердрафтный кредит в размере 1,3 млрд рублей",,,1,,,,,
186,492849489024010000,1406339449,Почему Сбербанк России активно кредитует модернизацию украинского ВПК | Stockinfocus.ru http://t.co/GVUeBIuxdL,0,,,,,,,
187,492849996208030000,1406339570,http://t.co/Z1NIVEE49m Сложно ли взять кредит в альфа банке,,,,0,,,,
188,492851810110280000,1406340002,http://t.co/BljIurDdIT Новости экономики: Сбербанк поможет в строительстве Керченского моста,1,,,,,,,
189,492851850098380000,1406340012,С 1 августа Сбербанк начнет выдавать кредиты на покупку недвижимости в Хорватии,1,,,,,,,
190,492851851520660000,1406340012,RT @LovezMe_S: И все-таки #сбербанк это #ад,-1,,,,,,,
191,492851895233690000,1406340023,банк втб 24 выдача автокредитов,,0,,,,,,
192,492853332235800000,1406340365,http://t.co/6MTxZAZW2J Получить кредит в сбер банке,0,,,,,,,
193,492855125308750000,1406340793,образец заявления-анкеты для открытия пластиковой карты в райффайзенбанке http://t.co/IVHF2vVskg #заявления-анкеты #открытия,,,,,,0,,
194,492858519692280000,1406341602,http://t.co/cPSsFh99Ou Как взять кредит в банке сбербанк приозерск,0,,,,,,,
195,492859775928250000,1406341902,"Снял деньги с карты Сбера, думал, сейчас начислят кучу бонусных ""Спасибо"". Оказалось - фиг. Придется положить обратно. Сбер не обхитришь. :)",-1,,,,,,,
196,492862407665260000,1406342529,При поддержке Россельхозбанка в Оренбуржье создается новая линия по переработке... #mol http://t.co/s92iqBUZZV,,,,,,,,0
197,492868289778160000,1406343931,http://t.co/dBGb07M0Uu Сбербанк взять кредит и его проценты,0,,,,,,,
198,492869175044370000,1406344143,http://t.co/QtSqdSe62S Новости экономики: Сбербанк поможет в строительстве Керченского моста,1,,,,,,,
238,492979120209670000,1406370356,@sberbank а если две карты?,0,,,,,,,
199,492869566196760000,1406344236,руководство воронежского филиала газпромбанка http://t.co/AAVCjNfJNS #руководство,,,0,,,,,
200,492870200039990000,1406344387,телефонный справочник сбербанк 8623 http://t.co/XfNZM2aUKp #сбербанк,0,,,,,,,
201,492872451500440000,1406344924,ВТБ разместил еврооблигации на 350 млн швейцарских франков Банк ВТБ через зарегистрированную в Люксембурге дочернюю компанию VTB,,1,,,,,,
202,492877088215810000,1406346029,А у кого-нибудь еще #sberbank-online не работает? Или это только у меня такая #проблема? Не дает оплатить ВООБЩЕ НИЧЕГО. Пишет: ОШИБКА.,-1,,,,,,,
203,492878670369800000,1406346406,Около 5 тысяч кировчан обслуживаются в формате Сбербанк Премьер,0,,,,,,,
204,492879125846040000,1406346515,оао сбербанк россии россии руководство контакты http://t.co/fp5uC9xHrP #россии #контакты,0,,,,,,,
205,492881108875630000,1406346988,пегас туры в кредит альфа банк,,,,0,,,,
206,492882264226030000,1406347263,Взять кредит сбербанк http://t.co/S9qeFDhzvO,0,,,,,,,
207,492885563331350000,1406348050,банк клиент сбербанк скачать http://t.co/tpliLxZwZG,0,,,,,,,
208,492885910393220000,1406348133,Сбербанк запускает новый ипотечный продукт для участников накопительно-ипотечной системы обеспечения жильем военнослужащих.   Сбербанк запу,1,,,,,,,
209,492885951740650000,1406348142,Приставы помогают Россельхозбанку взыскивать кредиты у должников Ботлихского района.Судебные приставы Ботлихского района совместно с работн,,,,,,,,0
210,492887924615410000,1406348613,Журнал Global Finance признал Сбербанк Онлайн лучшим розничным интернет-банком в России.По результатам проведенного исследования журнал Glo,0,,,,,,,
211,492887925915660000,1406348613,"@alfa_bank информатор разбудил утром, чтобы рассказать о долге в 300р, а специалист центра задолженностей оказался хамом. #Доброеутро :(",,,,-1,,,,
