id,twitid,date,text,beeline,mts,megafon,tele2,rostelecom,komstar,skylink
6256,421544325034409984,1389338973,"@dominik2050 Уточните, пожалуйста, у Вас не подключена услуга ""Черно-белые списки""? #билайн",0,,,,,,
6257,421582308852764672,1389348029,сколько стоит узнать где находится абонент билаин http://t.co/SyCiR85mLm,0,,,,,,
6258,421586005527777281,1389348911,@beeline_dv А это Биробиджан. http://t.co/XegFRm3hBf,0,,,,,,
6259,421591440683069440,1389350206,@alexzvezd это не только у #билайн но и у #авангард,0,,,,,,
6260,421592536793104384,1389350468,"не пойму, это контактику пизда или билайну?",-1,,,,,,
6261,421597693920542721,1389351697,"@MaksimovaMary Если понадобится наша помощь, пожалуйста, обращайтесь. Будем рады Вам помочь! #билайн",0,,,,,,
6262,421598755981643776,1389351951,"@Beeline_RUS думаю, что уже никаких проблем нет, но все таки 0896683936",0,,,,,,
6263,421604393989836800,1389353295,"@Asya_v_domike Добрый день!Если у Вас возникли сложности или вопросы,Вы можете написать нам.Готовы помочь в решении. #билайн",0,,,,,,
6264,421605175191949312,1389353481,"Через 8 дней стану абонентом Билайн, номер сохраняется",1,,,,,,
6265,421613137734160384,1389355379,"RT @Beeline_sib: Как вы переходите с одной баз.станции на другую? Есть ли LTE на iPhone?
Самые интересные вопросы-ответы о сот.связи -http:…",0,,,,,,
6266,421615449667674112,1389355931,"@Beeline_RUS точнее, в Deira City Centre есть Билайн Телеком - это вы?",0,,,,,,
6267,421620787280232448,1389357203,@AntonKolbasov @Beeline_RUS Значит Билайн не только в Саранске лагает 0,-1,,,,,,
6268,421623831405805568,1389357929,@Eastern69 @Beeline_RUS Это везде. Это Россия!)),0,,,,,,
6269,421626704453308416,1389358614,"@Beeline_RUS здравствуйте, замерил скорость, как говорили по телефону. http://t.co/jG7pYrZvh8",0,,,,,,
6270,421635801466667008,1389360783,«ВымпелКом» не продлил контракт с генеральным директором своего узбекского филиала http://t.co/y0S8oooxbf,0,,,,,,
6271,421692583660646400,1389374321,@lenka_tishenko модем у меня билайн)а про телефонную связь)),0,,,,,,
6272,421699927073234945,1389376072,"@Beeline_RUS, спасибо.  @pSyCho_EVE, доброй ночи. Напишите, пжл, Ваш номер в личку. Мы проверим. (Ерлан Ш.)",0,,,,,,
6273,421701504458690561,1389376448,"@_Beeline_kz добрый вечер, я позвонил для того чтобы узнать могу ли я пользоваться услугой интернет целый год за 9 тыс.тг",0,,,,,,
6274,421702360616812544,1389376652,операторы постоянно преподносят свои сюрпризы — к примеру билайн недавно сделал новый сайт,0,,,,,,
6275,421829393862766593,1389406939,программу установки билайна на планшет http://t.co/iRXUocCzX8,0,,,,,,
6276,421832349085483008,1389407643,3G модем/Уcилeния ДЛЯ МОДЕМА БИЛАИН http://t.co/Gb1awDnTmv,0,,,,,,
6277,421833407451398144,1389407896,Новые кадровые назначения и изменения в организационной структуре Beeline в Украине,0,,,,,,
6278,421846549824413697,1389411029,более 10 лет таким буферным оператором являлась компания билайн,0,,,,,,
6279,421847698992799745,1389411303,"Билайн-интернет, ты меня убиваешь! Заработай уже! #билайн #beeline",-1,,,,,,
6280,421856184505606144,1389413326,"@eldarn94,здравствуйте! Благодарим Вас за отзыв! Мы готовы помочь Вам в решении любых вопросов. Если что, пожалуйста, обращайтесь. #билайн",0,,,,,,
6281,421991985797296128,1389445704,"@Kabatchikova,направьте,пож-та,на pomogite@beeline.ru Ваш №,примеры (дату,время,точный адрес ограничений) и ссылку на твит.Проверим.#билайн",0,,,,,,
6282,421993700340666368,1389446113,@ickep Вы используете проводной или мобильный интернет? #билайн,0,,,,,,
6283,422009769180688384,1389449944,"@RedSnow_Rs1 Вероятно не совсем верные парам. интерн. в телеф.. Отправьте, пож-ста, Ваш № телефона и ссылку на твит на pomogite@beeline.ru",0,,,,,,
6284,422016194728579072,1389451476,"@papilkin Отправьте, пожалуйста, эти данные и Ваш номер телефона на pomogite@beeline.ru. #билайн",0,,,,,,
6285,422018894560509953,1389452119,"Билайн, чего?! Метеорит? http://t.co/hbjkvOs4Wl",0,,,,,,
6287,422038845405020160,1389456876,Реклама Билайн: Возьми трубку! http://t.co/i9SwdycqMy,0,,,,,,
6288,422080257257390080,1389466749,"Обращаюсь к @Beeline_RUS устал от вашего домашнего инета. В договоре написано одно, а по факту получаю 3 мбт вместо 100! Скоро откажусь",-1,,,,,,
6289,422226502298521600,1389501617,тема билайн на телефон нокиа http://t.co/MoQFicj8Mj,0,,,,,,
6290,422227372482768896,1389501824,"@Beeline_RUS На самом деле, планируется ли в Кизляре 3g в полном объеме?",0,,,,,,
6291,422230104732073984,1389502476,"Билайн питается моими деньгами,хотя раньше выходило довольно дешево,наверное,прийдется прощаться....",-1,,,,,,
6292,422230809752268800,1389502644,"@ryazantseff Добрый день!Вы пользуетесь интернетом напрямую или через роутер?Уточните Ваш логин.Мы проверим, с чем связана ситуация? #билайн",0,,,,,,
6293,422234736631627776,1389503580,@belial07071 =&gt; мы занимаемся решением вопроса. Приносим извинения за возникшие неудобства. #билайн,0,,,,,,
6294,422235005926924288,1389503644,второй день в смс викторину билайн играю за 19 р в день ( ) (личный опыт) (5 ответы),0,,,,,,
6295,422235127167451136,1389503673,"#RuFollow интервью - михаил слободин, гендиректор «вымпелкома» #новости",0,,,,,,
6296,422351250303504384,1389531359,"Ладно, я тоже отпишусь: это первый versus, который я вообще не посмотрел. #beeline #versus #ya",0,,,,,,
6297,422363714604761088,1389534331,сраный интернет билайн какого хуя,-1,,,,,,
6298,422374081942413312,1389536803,http://t.co/780ESGFQfM драйвера usb beeline http://t.co/lzVIZZCECN,0,,,,,,
6299,422377132917284864,1389537530,RT @Beeline_RUS: @RenatGukov Добрый день! Благодарны Вам за отзыв! Желаем позитивного дня и отличного настроения! #билайн,0,,,,,,
6300,422380509335789568,1389538335,оао «вымпелком» (бренд «билайн») объявил о старте предновогодней акции «год бесконечного интернета» для покупателей смартфонов iphone 5s и,0,,,,,,
6301,422389662809088000,1389540517,руководство билайн контакты http://t.co/RlO8MqtSMU,0,,,,,,
6302,422395369449070592,1389541878,Ах аха у билайна прям 20 входящих тысяч увела.....  я теперь враг номер один,-1,,,,,,
6303,422407337765126144,1389544731,@voilala55 Можем Вам предложить услуги Хайвей.Ознакомиться с их условиями и порядком подключения можно здесь:http://t.co/kvQnDodcQ1. #билайн,0,,,,,,
6304,422408346814390272,1389544972,"RT @Beeline_RUS: @RenatGukov Мы очень рады, что ситуация разрешена.
Всего самого доброго! #билайн",0,,,,,,
6305,422411263981797376,1389545668,Скачать игры на билайн м2 http://t.co/ZNMqw89TQZ,0,,,,,,
6306,422411301302702080,1389545676,Скачать игры для билайн е300 http://t.co/WhXIP1R6gG,0,,,,,,
6307,422429320062447616,1389549972,@nnikiforov скорость 3G от #Билайн @Beeline_RUS  @Beeline_Russia http://t.co/36ZMAzIr6Y,0,,,,,,
6308,422431918798274560,1389550592,@_Beeline_kz Постоянно маме будильник ставлю и старые СМС  удаляю...,0,,,,,,
6309,422433863957483520,1389551056,"Я Билайну написал
Лол",0,,,,,,
6310,422436192596938752,1389551611,@NastyaPond =&gt; устранить причину неполадок на Вашем номере. #билайн,0,,,,,,
6311,422590473967243264,1389588395,nokia c5 00 интернет настройка билайн http://t.co/xDWW46XjK0,0,,,,,,
6312,422591727841468416,1389588693,http://t.co/gBo5OwwWqk #установить драйвер билайн http://t.co/pssqNYFNmY,0,,,,,,
6313,422603842715275264,1389591582,http://t.co/RyeAv7yPnM #модем билайна драйвера http://t.co/U5ZQFcbeTu,0,,,,,,
6314,422607985873936384,1389592570,"@bycetykynac Добрый день!Уточните,пож-та,какие сложности по работе связи у Вас возникли?В каком городе? #билайн",0,,,,,,
6315,422610851255037952,1389593253,@Beeline_RUS так это было отправлено по смс на номер 0183,0,,,,,,
6316,422636804152786944,1389599440,"Интересно, а как в @Beeline_RUS при подключенной услуге с блокировской сервисов на коротких номера можно подключить Билайн Фотомир?",0,,,,,,
6317,422640919150481408,1389600422,"Как же этот Билайн задрал... Ни я дозвониться не могу, ни мне... http://t.co/Yb2Zvw73Rv",-1,,,,,,
6318,422648486732255233,1389602226,RT @nnikiforov: Карта покрытия #4G #LTE от #Билайн http://t.co/UikcSKbbuA,0,,,,,,
6319,422651340763201536,1389602906,@BeelineKG  как сменить номер и сколько это будет стоит????,0,,,,,,
6320,422657803300646912,1389604447,"RT @Beeline_RUS: Даже котиков иногда бывает слишком много, что уж говорить о назойливых подписках! Но мы знаем, как с ними бороться http://…",0,,,,,,
6321,422660060624322561,1389604985,@Beeline_RUS 50р стоит 1 день интернета?,0,,,,,,
6322,422660428095709184,1389605073,"@RomanKuleshov Мы сможем на это повлиять,зная Ваш номер.Пож-та,отправьте его,точный адрес,ремя сбоя и ссылку на твит на pomogite@beeline.ru.",0,,,,,,
6323,422663612915011584,1389605832,Народ у кого симка 4G Билайн? Как интернет? Сеть не тупит???,0,,,,,,
6324,422688549477945344,1389611778,@RitaAprelskaya Здравствуйте! Проверить информацию по списаниям можно в личном кабинете: http://t.co/87rLrgtXxP. #билайн,0,,,,,,
6325,422689368936300544,1389611973,RT @Beeline_RUS: В новогоднюю ночь нашим абонентам точно было что сказать и чем поделиться. http://t.co/HZsY7aWjRF,0,,,,,,
6326,422690903820472320,1389612339,"@MetafallRu Здрав-те!Мы передали Ваш запрос техническим специалистам.Как только вопрос будет решен, мы уведомим Вас дополнительно.#билайн",0,,,,,,
6327,422691962396098560,1389612591,"RT @vanya_precious: Спасибо билайну за то, что снова сдох интернет!",-1,,,,,,
6328,422694461034876930,1389613187,"@ohbraile Пож-та, отправьте Ваш номер и ссылку на твит на pomogite@beeline.ru, проверим причину и постараемся исправить ситуацию. #билайн",0,,,,,,
6329,422698932222054400,1389614253,RT @v102: Доступ к мобильному интернету «Билайна» восстановлен http://t.co/ifMoqMpiG2,0,,,,,,
6330,422706524280979457,1389616063,@objectifpositif Здравствуйте! Могли бы Вы описать ситуацию более подробно? Какие сложности возникли с личным кабинетом? #билайн,0,,,,,,
6331,422706645886459904,1389616092,"ОЛЕГ ЯКОВЛЕВ ПЕСНИ вместо гудков) Beeline: ""Фрагменты"" - SMS с текстом 036140 на номер 0770. http://t.co/Bb6rUSGhUC!!",0,,,,,,
6332,422709095037018112,1389616676,"@kurbanov_a10 Здравствуйте! Уточните, пожалуйста, какие сообщения поступают? Кто указан в качестве отправителя? #билайн",0,,,,,,
6333,422709572252737536,1389616790,"@Beeline_RUS да, но не все могли(",0,,,,,,
6334,422720433721724928,1389619379,@beeline_rus вы рассмотрели мое письмо? Отправила вам письмо как вы сказали. Ответа все еще нет. Заебали честное слово,-1,,,,,,
6335,422720520690225152,1389619400,"Смени Билайн. Он плохо работает.
Как ты, Саш?",-1,,,,,,
6336,422722133786378240,1389619785,И этот пчелайн интернет.  Он вроде есть. Но его нет.,-1,,,,,,
6337,422725825289388032,1389620665,"у билайна видел выше 40 в спидтесте, посмотрите ниже",0,,,,,,
6338,422728949584523265,1389621410,"@KatyaShupl Екатерина, если возникли сомнения по списаниям, можно заказать детализацию в личном кабинете http://t.co/87rLrgtXxP. #билайн",0,,,,,,
6339,422733120173907968,1389622404,#RU_FF «ион» достроит розничную сеть «вымпелкома» #новости,0,,,,,,
6340,422733979423604736,1389622609,"Друзья, я тут задумалась о смене тарифа на Билайне, в связи с чем возник вопрос, какая у вас связь? http://t.co/dbyLERWNsn",0,,,,,,
6341,422735389929897984,1389622945,"@shimorinkato, здравствуйте! Мы сделаем все возможное, чтобы в дальнейшем Вы могли сказать все, что хотели. #билайн",0,,,,,,
6342,422746853302489089,1389625678,"@tokotokich, ограничений не обнаружено. Напишите, пож-та, нам на pomogite@beeline.ru номер телефона и ссылку на твит. Разберемся!",0,,,,,,
6343,422752840948252673,1389627106,#как узнать свой номер в планшете на билайне http://t.co/oIZuK9TCWl,0,,,,,,
6344,422755440548524032,1389627726,"@didkovskiy Всеволод, здравствуйте! Речь идет о программе ""Счастливое время""? #билайн",0,,,,,,
6345,422779997556703233,1389633580,"""Билайн Бизнес"" продлил контракт с ФАС России до 2016 г.  #by",0,,,,,,
6346,422781135371137024,1389633852,интернета смс билайна http://t.co/y2HfaEkl2A,0,,,,,,
6347,422793875032244224,1389636889,"@Lm08Zor Добрый вечер! Уточните, пож-та, в каком районе наблюдаются ограничения? Как давно? Какой уровень сети? #билайн",0,,,,,,
6348,422820826191499264,1389643315,"Как же я сегодня намучилась с Билайном и с банком ""Связной"". Бесит просто. Почему нельзя организовывать все нормально? Почему везде лажа?",-1,,,,,,
6349,422942819062661120,1389672400,@Beeline_RUS тарифной план go,0,,,,,,
6350,422946701847298048,1389673326,"Какой же медленный  мобильный интернет в #билайне , за что деньги плачу (",-1,,,,,,
6351,422948585462710272,1389673775,"Чиновники проверили, как МТС, «Билайн» и «Мегафон» покрывают федеральные трассы
http://t.co/UfkHh74QCb",0,0,0,,,,
6352,422954333362483200,1389675145,@Ko12radohka04ko Потому что Билайн -гоооовнооо!!!,-1,,,,,,
6353,422956277082619904,1389675609,как отправить смс с билайна просьбу о пополнении баланса http://t.co/9kBxBXbeXB,0,,,,,,
6354,422961970807984129,1389676966,"@Lm08Zor Ограничений по адресу не обнаружено. Проблема может быть связана с высоким этажом. Направьте, пож-та, нам на pomogite@beeline.ru =&gt;",0,,,,,,
6355,422966708627058688,1389678096,Beeline поощрил первых участников «Мобильной лаборатории» http://t.co/1kjiWxtlQC,0,,,,,,
6356,422969075589840897,1389678660,@SashaSelfish Для проверки нам потребуется Ваш номер и ссылка на твит.Данные отправьте на pomogite@beeline.ru.Обязательно разберемся!,0,,,,,,
6357,422996228847063040,1389685134,#jobKG | Студентам последних курсов или закончившим ВУЗ #beeline http://t.co/d5s9rUrPau,0,,,,,,
6358,422998875126120448,1389685765,"Подскажите, что нужно набрать для подключения музыки вместо гудка, на Билайн?",0,,,,,,
6359,423007442780160000,1389687808,@sinatorovsv @MegaComKg внутри сети и при звонках на № опер. Beeline. В меню телефона выберите пункт –Меню - Параметры - Связь - Сеть -,0,,,,,,
6360,423008564161298433,1389688075,#beeline network manager скачать http://t.co/KitJrXsATe,0,,,,,,
6361,423008600085110785,1389688084,http://t.co/xbLG7coIuI корпоративный журнал вымпелком http://t.co/kW2FKlWtfr красная книга россии нтица,0,,,,,,
6362,423013925320290305,1389689353,Проверьте реальную покрытие для # Билайн # MTC # МегаФон # СМАРТС или # Tele2 с Sensorly https://t.co/yXgmY68WqC,0,,0,0,,,
6363,423017838606290944,1389690286,RT @Beeline_RUS: С нами легко экономить: подключайте «Счастливое время» и получайте бонусы за пополнение счета http://t.co/tDEqQ06Dr7 http:…,0,,,,,,
6364,423018843892899840,1389690526,"Гиедрюс Макаускас возглавит коммерческую дирекцию бизнес-единицы ""СНГ"" группы компаний ""ВымпелКом Лтд.""",0,,,,,,
6365,423022118138171392,1389691306,@Promusik =&gt; pomogite@beeline.ru. Обязательно разберемся! #билайн,0,,,,,,
6366,423025938377367552,1389692217,"К нашей доброй акции присоединился еще один добрый волшебник:
+ 100,00 рублей на Билайн http://t.co/enFLjhgxsB",0,,,,,,
6367,423030723034226689,1389693358,"@Beeline_RUS Ваши сотрудники, обвинили меня в этом, и не стали решать вопрос. При этом нарушив условия договора по обслуживанию абонентов.",-1,,,,,,
6368,423033661580406784,1389694059,RT @sensorly: Проверьте реальную покрытие для # Билайн # MTC # МегаФон # СМАРТС или # Tele2 с Sensorly https://t.co/yXgmY68WqC,0,,0,0,,,
6369,423034264494809088,1389694202,Коммерческую стратегию «Вымпелкома» в СНГ разработает Гиедрюс Макаускас http://t.co/bpUrIdu6yx,0,,,,,,
6370,423034992482996224,1389694376,Абрамович закинул себе на счет и случайно купил Билайн... http://t.co/88gOw7MS2W,0,,,,,,
6371,423035783252295680,1389694565,Бывший топ-менеджер «ВымпелКома» возглавил киносеть «Синема Парк» http://t.co/Rf81lUHHB0 http://t.co/tM7wF382q4,0,,,,,,
6372,423037610660208640,1389695000,"#Билайн #Калуга #Россия #followme #me #my @ ЦПК Билайн, Московская 289 http://t.co/kdQPmfsOT5",0,,,,,,
6373,423042055267299328,1389696060,«Билайн» продлил контракт с ФАС РФ до 2016 года http://t.co/b5tOK2VrTv,0,,,,,,
6374,423053463757418496,1389698780,"@vyleaxii00 Елена, здравствуйте! При возникновении ограничений, Вы можете обращаться к нам. Всегда готовы помочь. #билайн",0,,,,,,
6375,423061908472602624,1389700793,"Когда я читаю на #habrahabr статьи о том какой пиздатый и современный ВымпелКом, а потом тестирую их бэкофис - мне становится стыдно...",-1,,,,,,
6376,423071809886384128,1389703154,"@solomnikov Бонусы активируются автоматически.Баланс расходуется на «Билайн» (звонки, SMS, MMS) и на мобильный интернет по всей РФ",0,,,,,,
6377,423074230360887296,1389703731,@DimaTez а мне уже были: на Теле2 и МТС. На Мегафон и Билайн пока не было в этом году... @tsyplukhin @olyapka,0,0,0,0,,,
6378,423076029888872448,1389704160,«Билайн» и «Ион» откроют в Московском регионе 100 магазинов «Ноу-хау»,0,,,,,,
6379,423078286734798850,1389704698,"@dimadr  Добрый день!Вы можете потратить Бонусный баланс,который расходуется на «Билайн»(звонки, SMS, MMS) и на мобильный интернет по РФ",0,,,,,,
6380,423093007881994241,1389708208,"Sochi 2014 ""Билайн"" примет участие в масштабной экологической акции:                       ОА... #момент",0,,,,,,
6381,423093495164055552,1389708324,@Beeline_RUS какие данные вам нужны ?,0,,,,,,
6382,423402630493118464,1389782028,"@kgzubkov При смене формы расчетов меняется номер договора и поэтому стаж накапливается заново. В описании акции указано, =&gt; #билайн",0,,,,,,
6383,423412843036561408,1389784463,@KemKled билайн,0,,,,,,
6384,423426087826108417,1389787620,@mitiovetro Благодарим за информацию. Мы передали Ваш вопрос. В ближайшее время сотрудник свяжется с Вами для исправления ситуации. #билайн,0,,,,,,
6385,423433620036915200,1389789416,Сегодня в 17:00 мск на сайте #билайн пройдет прямая видеотрансляция встречи Марка Цукерберга со студентами МГУ  ...,0,,,,,,
6386,423435074751582208,1389789763,Называйте меня слоупоком - вопросы к знатокам http://t.co/uZtuXnmWF4 #сотовыеоператоры #пиар #сайты #Билайн #реклама,0,,,,,,
6387,423437777062330368,1389790407,"RT @_Beeline_kz: Друзья, для сотового телефона энергия нужна не только для подзарядки, но и для базовых станций, серверов, и т.д. :) http:/…",0,,,,,,
6388,423439394843164672,1389790793,"RT @Beeline_RUS: FAQ по сотовой связи от #Билайн
 Ещё больше ответов в нашем блоге на http://t.co/OBiRp9D02B http://t.co/qwNVybNVcX",0,,,,,,
6389,423440298459824128,1389791008,@043Karlsson043 билайн,0,,,,,,
6390,423443375459954688,1389791742,Билайн,0,,,,,,
6391,423446011508310016,1389792371,@KemKled Добрый день! Подключайтесь к нам! Для планшета можем Вам предложить услуги семейства Хайвей: http://t.co/OtcsgXl9E0. #билайн,0,,,,,,
6392,423447548469456896,1389792737,"@CloudStrifeFF каждый раз, на протяжении 2недель,я прохожу мимо билайна и ты еще ни разу меня не увидел. Хорошо работаешь! ))",0,,,,,,
6393,423449864014692352,1389793289,ебанный билайн,-1,,,,,,
6394,423454333628612609,1389794355,@masha111298 мтс? У тебя снова поменялся номер телефона? Был же билайн...,0,0,,,,,
6395,423520749844824064,1389810190,"@IZOTOV_A Зная подробности, мы постараемся Вам помочь. #билайн",0,,,,,,
6396,423530139226345473,1389812428,@zhalobikz билайн обманщики подключил инет за 9000тг в год так там скорость низкая и вообще почти нигде не ловит сеть,-1,,,,,,
6397,423536113077080064,1389813852,"Мобильный инет у Билайна прекрасный, особенно если им не пользоваться ;)",-1,,,,,,
6398,423547796449267712,1389816638,"RT @roemru: Билайн системно сосёт деньги с детских тарифов.
Свинство
http://t.co/nF82FxpKyu
@nnikiforov вам не кажется, что это надо пресе…",-1,,,,,,
6399,423554589410197504,1389818258,@Beeline_RUS несколько раз и то в последнее время подключался к .._WPA и снова: http://t.co/6frkwUPAWG,0,,,,,,
6400,423559963588300800,1389819539,расторгнуть договор с билайн: ВОПРОС: Меня интересует типовой договор между авторами изобретения и правопреемн... http://t.co/sU2k0Czpje,0,,,,,,
6401,423629738423242752,1389836174,настройки интернета билайн на телефоне android http://t.co/5pb8aZckjs,0,,,,,,
6402,423636383043829760,1389837759,#как сменить тариф на билайне казахстан http://t.co/j8W2aXXTDi,0,,,,,,
6403,423697590169772032,1389852352,какой мобильный агент можно установить на телефон билайн a100 http://t.co/j88IqX6rHZ,0,,,,,,
6404,423702953665785856,1389853630,"@Beeline_RUS Спасибо, раньше просто всегда приходили и было очень удобно, а сейчас не понятно когда кончается трафик",0,,,,,,
6405,423706210701815809,1389854407,"@PKorenkov Здравствуйте! Ограничений сейчас не зафиксировано, передали данные на проверку. Спасибо за информацию. #билайн",0,,,,,,
6406,423708078484500480,1389854852,@Beeline_RUS а как быть с проверкой пакетов Хайвей?,0,,,,,,
6407,423712012804190208,1389855790,телефон билайн как на него закачать музыку http://t.co/ek50mEAUaJ,0,,,,,,
6408,423839291262124032,1389886136,"Пока вы ждали стабильности мобильного интернета от Билайна,ваши друзья женились и обзавелись детьми:)))",-1,,,,,,
6409,423843185606266880,1389887064,"RT @Beeline_RUS: @djskub Сейчас наблюдается подобная ситуация.Вопрос будет решен в кратчайшие сроки.Пож-та,извините за неудобства. #билайн",0,,,,,,
6410,423844903743782912,1389887474,как узнать скрытый номер на билайне http://t.co/4CNErt3aJh,0,,,,,,
6411,423847159071797248,1389888012,@Teamo_313 лепрекон из Билайна! :D,0,,,,,,
6412,423847882731450368,1389888184,как связаться с оператором билайна номер http://t.co/0Tcaz5q3kU,0,,,,,,
6413,423848010682867713,1389888215,как увеличить скорость 3g модему билайн http://t.co/IcLp3Rh23v,0,,,,,,
6414,423856664505516032,1389890278,"ГРЕБАННЫЙ БИЛАЙН, ОТПРАВЛЯЙ МОИ СМСКИ",-1,,,,,,
6415,423902321634856961,1389901163,@crmabbitt Для проверки и исправления нам потребуется Ваш номер и ссылка на твит.Данные Вы можете отправить на pomogite@beeline.ru. #билайн,0,,,,,,
6416,423913564613926912,1389903844,билайн пополнить баланс в кредит http://t.co/vnJv5jwka2,0,,,,,,
6417,423925218592038912,1389906622,как настроить оплату в опенкарт: Домашний интернет «Билайн» представляет собой высокоскоростной доступ к сети ... http://t.co/dRUA85oR4s,0,,,,,,
6418,423925815995138048,1389906765,"кинул денег на билайновскую симку что в андройде, так через вайфай дома обычно сижу. Дефолтовый хоумпедж всегда был гугл.",0,,,,,,
6419,423940263430455296,1389910209,"@ggerasenkova @G0tteskrieger МТС на кольцевой, например. А билайн, говорят, на зелёной ветке.",0,0,,,,,
6420,423942561707724800,1389910757,билайн как перекинуть деньги с одного телефона на другой http://t.co/sOtcoGlKPh,0,,,,,,
6421,423943375306633216,1389910951,RT @caesmans_hayym: http://t.co/en69BajKrC Интернет от билайн,0,,,,,,
6422,423948462468497408,1389912164,скачать настройки gprs-internet beeline для samsung x650 http://t.co/Aq4GuBVZhv,0,,,,,,
6423,423949357126144001,1389912377,как взять деньги в кредит на билайн http://t.co/vphjy1SOCE,0,,,,,,
6424,423949834647642112,1389912491,билайн как отключить роуминг по россии http://t.co/B3L7IYgclc,0,,,,,,
6425,423951721279549440,1389912941,"RT @vigobuzupupy: Народ, а что за Beeline_WiFi? Насколько он может быть актуален в качестве доступа в Интернет при наличии постоянного сред",0,,,,,,
