id,twitid,date,text,sberbank,vtb,gazprom,alfabank,bankmoskvy,raiffeisen,uralsib,rshb
80,615868502390540000,1435669467,RT @donaldagiritah: http://t.co/4OfuNtscQo #Ипотека в россельхозбанк в горняке,,,,,,,,0
81,615868949184560000,1435669574,#Россельхозбанк спб ипотека http://t.co/aoyukVQ1Cf,,,,,,,,0
82,615871525816770000,1435670188,RT @MeshcherovTima: ипотека в кирове http://t.co/th5vSmVZAx #Россельхозбанк,,,,,,,,0
83,615871976599610000,1435670296,RT @jeffufoguyuh: http://t.co/WNQcTCSw3R #Кризис ипотека россельхозбанк,,,,,,,,0
84,615872976978890000,1435670534,RT @richardibiqilox: #Ипотека россельхозбанк тольятти http://t.co/ORt28qcOpV,,,,,,,,0
85,615876766981320000,1435671438,#Ипотека россельхозбанк + в пензе http://t.co/0smQ1iL1Gi,,,,,,,,0
86,615877789523310000,1435671682,RT @markiquviyav: http://t.co/UVFK0aCpp9 #Купить квартиру ипотека в россельхозбанке,,,,,,,,0
87,615880073607010000,1435672226,RT @brianarojoriy: #Банки конкуренты россельхозбанка в кредитовании предприятий апк,,,,,,,,0
88,615881328391790000,1435672525,RT @anthonyoxejuliq: #Выгодно ложить деньги на кредитную карту в россельхозбанке,,,,,,,,1
89,615883239429770000,1435672981,Россельхозбанк изменил условия по потребкредитам http://t.co/kKiX6ACucv,,,,,,,,0
90,615892888141100000,1435675281,RT @anthonyuliruwaj: #Ипотека россельхозбанка в волгограде http://t.co/j59OMEVDuk,,,,,,,,0
91,615893627374440000,1435675458,RT @kevinetudilez: #Страховые компании аккредитованные россельхозбанком волгограда,,,,,,,,0
92,615894344646710000,1435675629,RT @edwardewibanak: http://t.co/HsIjRJLRII #Россельхозбанк киров ипотека,,,,,,,,0
93,615900864927170000,1435677183,RT @brianigejocix: #Ипотека россельхозбанк покупка жилья в селе http://t.co/1v06GvWFWL,,,,,,,,0
94,615902673951450000,1435677615,RT @richardejenifiy: http://t.co/uYNlAiH9Pa #Россельхозбанк атокредит тольятти,,,,,,,,0
95,615913226216300000,1435680130,RT @michaelupiradut: http://t.co/IBhNawJETp #Ипотека россельхозбанка благовещенск,,,,,,,,0
96,615918812081300000,1435681462,#Банк россельхозбанк кредит анкета http://t.co/MpMfQXWeWK,,,,,,,,0
97,615924306208550000,1435682772,RT @jamesobanudet: http://t.co/FoR9SRdLR8 #Материнский капитал в россельхозбанк ипотека,,,,,,,,0
98,615926336939550000,1435683256,#Ипотечный кредит россельхозбанк чебоксары http://t.co/6Deb6ztq58,,,,,,,,0
99,615927594026930000,1435683556,RT @michaelasigemif: #Банк россельхозбанк кредит где находится адрес,,,,,,,,0
100,615928312540600000,1435683727,#Как взять кредит в россельхозбанке в нальчике http://t.co/IFa55BcPGE,,,,,,,,0
101,615931379398930000,1435684458,RT @williamamoqipug: #Ипотека россельхозбанк йошкар ола http://t.co/Ds3dmfXdQ8,,,,,,,,0
102,615934880824860000,1435685293,на кредит в россельхозбанке http://t.co/cqF66YobxM #Заявка,,,,,,,,0
103,615941473960370000,1435686865,RT @jasonoguqasos: #Как взять субседированный кредит в россельхозбанке,,,,,,,,0
104,615942150375740000,1435687026,RT @josephigibedec: #Инвестиционный кредит россельхозбанк http://t.co/H6r52PUuUK,,,,,,,,0
105,615945486323840000,1435687822,http://t.co/Q6ePJepKmZ #Кредит лпх в россельхозбанке,,,,,,,,0
106,615946016236420000,1435687948,http://t.co/gY1JXxu7m8 #Кредит + в россельхозбанке отзывы,,,,,,,,0
107,615946462048980000,1435688054,"#Кбр, г.нальчик россельхозбанк потребительский кредит http://t.co/DmCH0FEUOP",,,,,,,,0
108,615948205298180000,1435688470,#Кредит лпх россельхозбанк чувашии http://t.co/5OZSk2zRpl,,,,,,,,0
109,615948962672020000,1435688651,http://t.co/ZiSeV2J8bS #Кредит 100 миллионов россельхозбанк юфо,,,,,,,,0
110,615950484378140000,1435689013,RT @charlesejuticin: http://t.co/dQ93WfT8ck #Россельхозбанк рубцовск ипотека,,,,,,,,0
111,615951712768130000,1435689306,http://t.co/0wtQO97UVw #Кредит онлайн россельхозбанк,,,,,,,,0
112,615952549879880000,1435689506,http://t.co/CbzIkiWyn8 #Кредит в россельхозбанк в уссурийске,,,,,,,,0
113,615954478534140000,1435689966,RT @donaldiyiwaraz: http://t.co/nrtFoTaRfJ #Журнал деньги и кредит россельхозбанк,,,,,,,,0
114,615954784185680000,1435690039,#Кредит в россельхозбанке рязань http://t.co/mALrtFOgok,,,,,,,,0
115,615954782684120000,1435690038,http://t.co/NseTMNKDWU #Кредит лпх россельхозбанк чувашия,,,,,,,,0
116,615956064614350000,1435690344,#Калькулятор потребительский кредит россельхозбанк,,,,,,,,0
117,615956513304260000,1435690451,#Кредит на строительство дома в россельхозбанке http://t.co/jQMu9SXT75,,,,,,,,0
118,615959299177750000,1435691115,http://t.co/pvyovEscDI #Кредит россельхозбанка под 12,,,,,,,,0
119,615960319010190000,1435691358,RT @jeffutumerub: http://t.co/T0Sb4gnNxT #Кредит в томске в россельхозбанке,,,,,,,,0
120,615961301165210000,1435691592,российских автомобилей россельхозбанк http://t.co/XLC3C0xaco #Кредит,,,,,,,,0
121,615962564598580000,1435691894,#Кредит россельхозбанка на строительство дома,,,,,,,,0
122,615963105080770000,1435692022,RT @edwardaqeloleb: #Рефинансирование автокредита + в россельхозбанке,,,,,,,,0
123,615963822004790000,1435692193,http://t.co/oIuxrJ0PuO #Кредит россельхозбанк великий новгород мста,,,,,,,,0
124,615964307109610000,1435692309,RT @stevenosezeruy: #Как можно взять льготный кредит в россельхозбанке,,,,,,,,0
125,615964581291260000,1435692374,RT @richardibiqilox: #Кредит на развитие личного подсобного хозяйства в россельхозбанке новосибирская обл,,,,,,,,0
126,615965081772420000,1435692494,#Кредит неработающим пенсионерам + в россельхозбанке,,,,,,,,0
127,615965388841550000,1435692567,#Кредит пенсионерам в россельхозбанке в новороссийске,,,,,,,,0
128,615965836646450000,1435692674,RT @josephagedoxec: #Ипотека россельхозбанк молодая семья http://t.co/yMUCEDKqCG,,,,,,,,0
129,615966102116560000,1435692737,#Кредит на лпх россельхозбанк чебоксары http://t.co/UnHVQKTc6a,,,,,,,,0
130,615966364835140000,1435692800,http://t.co/lUiOaJ5vL1 #Кредит на жильё в россельхозбанке,,,,,,,,0
131,615966586374100000,1435692852,#Кто брал кредит в россельхозбанке обсуждения,,,,,,,,0
132,615969341364900000,1435693509,#Кредит россельхозбанк ртищево http://t.co/L4SgA7kcL9,,,,,,,,0
133,615970706011080000,1435693835,RT @johnidecagey: #Отзывы о работе в россельхозбанке кредитовик,,,,,,,,0
134,615970886840140000,1435693878,http://t.co/jxsLGEE80k #Кредит россельхозбанке на приобретение,,,,,,,,0
135,615971646281810000,1435694059,http://t.co/RSXGBjZFzx #Кредит россельхозбанк семейная ферма 2012г,,,,,,,,0
136,615972614293620000,1435694290,RT @charlesucavatuv: #Кредит в россельхозбанке в подпорожье http://t.co/y62V4lBLUC,,,,,,,,0
137,615973689159480000,1435694546,RT @C3Domareva94: на автомобиль лада калина в россельхозбанке http://t.co/tyxICmyan8 #Кредит,,,,,,,,0
138,615980424834240000,1435696152,RT @kennethisaveqal: #Россельхозбанк пермь ипотека http://t.co/9VMUAE7Vug,,,,,,,,0
139,615980965245100000,1435696281,http://t.co/I7A2Qxqbak #Кредит россельхозбанка,,,,,,,,0
140,615984743159620000,1435697181,#Потребительский кредит + в россельхозбанке условия http://t.co/EBbmf21EgM,,,,,,,,0
141,615988749491640000,1435698137,#Подать заявку на кредит в тамбове россельхозбанк,,,,,,,,0
142,615989493338870000,1435698314,#Льготные процентные ставки на кредит в россельхозбанке в августе 2011г,,,,,,,,0
143,615990024149020000,1435698440,RT @jeffepolavoy: #Кредит россельхозбанк тюмень http://t.co/UHEHKNpKxr,,,,,,,,0
144,615990776330380000,1435698620,RT @paulemovocok: http://t.co/fSR8Fydzck #Кредит россельхозбанк курган расчет,,,,,,,,0
145,615996305115100000,1435699938,#Потреб кредит в россельхозбанке http://t.co/0u97ZTCGet,,,,,,,,0
146,615996827268200000,1435700062,RT @georgeixojihuy: http://t.co/xhA8uLLnet #Кредит в россельхозбанке в кчр,,,,,,,,0
147,615997308342240000,1435700177,RT @anthonyidahakar: http://t.co/6yr8mHHwjj #Кредит в россельхозбанке,,,,,,,,0
148,615998787996290000,1435700530,RT @jamesutukakax: #Как взять сельскохозяйственный кредит в башкирии россельхозбанк,,,,,,,,0
149,615999358568370000,1435700666,RT @markoyelupey: #Кредит на строительство дома в россельхозбанке http://t.co/jQMu9SXT75,,,,,,,,0
150,616000592054520000,1435700960,кредит россельхозбанка http://t.co/yjVrzkskmO #Оплатить,,,,,,,,0
151,616002578703330000,1435701434,http://t.co/b6TM6w0ZEq #Россельхозбанк кредит фермер,,,,,,,,0
152,616006362242410000,1435702336,#На какие цели дает кредит россельхозбанк сельхозпроизводителям,,,,,,,,0
153,616006626420630000,1435702399,RT @brianofokakuc: #Кредит потребительский в россельхозбанке http://t.co/tAIMdALpWR,,,,,,,,0
154,616007074724610000,1435702506,#Россельхозбанк брянск кредит http://t.co/ZNUdWdxpTb,,,,,,,,0
155,616007072837170000,1435702505,http://t.co/NEGgp3nzX7 #Россельхозбанк экспресс кредит,,,,,,,,0
156,616008608262790000,1435702871,#Подать заявку на кредит в россельхозбанке http://t.co/p5iahb2qbY,,,,,,,,0
157,616008650059040000,1435702881,http://t.co/ZkaEY10iul #Россельхозбанк кредит под строительство,,,,,,,,0
158,616014386839290000,1435704249,http://t.co/dMLxu0HLdR #Россельхозбанк потребительский,,,,,,,,0
159,616095521539760000,1435723593,"я вчера припарковалась возле Сбербанка на К. Маркса 29, сходила туда, а потом проехала 120 метров и пошла в Альфа Банк. все дело в шпильках",0,,,0,,,,
160,616277823666420000,1435767057,@RSHBmedia почему такой неудобный и не информативный интернет-банк? Учитесь у @sberbank и его Сбербанк-онлайн.,1,,,,,,,-1
161,618600936425040000,1436320930,@ekozlov @PLUSworld_ru @alfa_bank в газпромбанке ещё год назад предлагали тоже самое. Правда не такие красивые как на картинке у вас,,,1,0,,,,
162,618964883883830000,1436407702,@ladyanneta @sberbank @aeroflot ждем ответочки от @alfa_bank,0,,,0,,,,
163,620097011757550000,1436677623,"Кстати, а почему выбран Сбербанк? а не боле дружественные втб24 или альфабанк?
И еще вопрос, можно ли оплатить пайпэлом?",-1,1,,1,,,,
164,620182801430790000,1436698076,"RT @CCCP_SVA: И ВТБ и Сбербанк принадлежат Ротшильдам и не являются государственными,чтобы не говорил премьер.Сионисты грабят Русь https://…",-1,-1,,,,,,
165,621362534097030000,1436979347,"@abatsia @VladPtahov та нормально все, ВТБ и сбербанк купят как всегда...эт и в прошлом году было, тоже кроме путинцев никто не взял.",-1,-1,,,,,,
166,621547616090890000,1437023474,СМИ: Сбербанк может продать Газпромбанку долг «Мечела»,0,,0,,,,,
167,621555302043940000,1437025306,"""Газпромбанк может купить долг «Мечела» у Сбербанка"" #бизнес #новости",0,,0,,,,,
168,621564896111540000,1437027594,#followback Сбербанк может продать долг «Мечела» Газпромбанку: Сбербанк мо... http://t.co/RdtEYgURri #ВзаимныйФолловинг,0,,0,,,,,
169,621566492618940000,1437027974,RT @Vedomosti: Сбербанк может продать долг «Мечела» Газпромбанку  http://t.co/3MYDFQ9FTE,0,,0,,,,,
170,621569806962140000,1437028764,"Сбербанк может продать долг ""Мечела"" Газпромбанку, который в компенсацию получит долю в Эльгинском угольном месторождении, а также",0,,0,,,,,
171,621695979939630000,1437058846,RT @anastasiya_vas: Сбербанк может продать долг «Мечела» Газпромбанку,0,,0,,,,,
172,622236441796580000,1437187702,RT @GluntLynne: Сбербанк может продать долг «Мечела» Газпромбанку,0,,0,,,,,
173,622294751660900000,1437201605,"Газпромбанк, Сбербанк и ВТБ могут войти в капитал «РусГидро» #финансы",0,0,0,,,,,
174,623264231463510000,1437432747,RT @maigabarth: Сбербанк может продать долг «Мечела» Газпромбанку,0,,0,,,,,
175,623920613254660000,1437589240,RT @vnetyaeva: Сбербанк может продать долг «Мечела» Газпромбанку,0,,0,,,,,
176,624007152512970000,1437609873,RT @roldanarm: Сбербанк может продать долг «Мечела» Газпромбанку,0,,0,,,,,
177,624300045240790000,1437679704,RT @cordulaparish: Сбербанк может продать долг «Мечела» Газпромбанку,0,,0,,,,,
178,624539043477390000,1437736685,"Министр промышленности и торговли Денис Мантуров ничего не знает о решениях по продаже Газпромбанку долга ""Мечела"" перед Сбербанком.",0,,0,,,,,
179,624892479305810000,1437820951,RT @AllardJanis: Сбербанк может продать долг «Мечела» Газпромбанку,0,,0,,,,,
180,625034252460140000,1437854753,"В кино с втб24 коллекция, обед в бургер кинг за спасибо от сбербанка) бесплатно)",1,1,,,,,,
181,626394393092730000,1438179035,"RT @Vedomosti: Сбербанк и ВТБ смогли выйти в прибыль, у частных банков дела заметно хуже http://t.co/SmTUsUeKhs http://t.co/I2vGFtxqXa",1,1,,,,,,
182,627261091865850000,1438385672,"Деньги по ключевой ставке с. х-ву и производителям товаров массового спроса, а не живоглотам из ВТБ и Сбербанка!",-1,-1,,,,,,
183,621558572405490000,1437026086,Газпромбанк может купить долг «Мечела» у Сбербанка,0,,0,,,,,
184,621562198255660000,1437026950,Сбербанк может продать долг «Мечела» Газпромбанку,0,,0,,,,,
185,621563680510060000,1437027304,Сбербанк может продать долг «Мечела» Газпромбанку http://t.co/XEpaVcxuls,0,,0,,,,,
186,621564365548830000,1437027467,"Сбербанк нашел покупателя долгов «Мечела»: Сбербанк может продать долг «Мечела» Газпромбанку, который в компенсацию получит долю в…",0,,0,,,,,
187,621574115883750000,1437029792,"Сбербанк может продать долг «Мечела» Газпромбанку: Сбербанк может продать долг ""Мечела"" Газпромбанку, который в компенсацию получит д...",0,,0,,,,,
188,621575519503560000,1437030126,"Газпромбанк может купить долг ""Мечела"" у Сбербанка",0,,0,,,,,
189,621575875859870000,1437030211,"Сбербанк может продать долг «Мечела» Газпромбанку: Сбербанк может продать долг ""Мечела"" Газпромбанку, который ... http://t.co/4yCYuMQ81F",0,,0,,,,,
190,621575921829480000,1437030222,Сбербанк может продать долг «Мечела» Газпромбанку http://t.co/1c4mmly16e #финансы #экономика,0,,0,,,,,
191,621587167534540000,1437032903,Сбербанк может продать долг «Мечела» Газпромбанку http://t.co/4hYw2x79SU,0,,0,,,,,
192,621590387103290000,1437033671,"Газпромбанк задумался о покупке долгов «Мечела» у Сбербанка - Сбербанк может продать долг «Мечела» Газпромбанку, к... http://t.co/KGW3yZvFbE",0,,0,,,,,
193,621590430128410000,1437033681,"Газпромбанк задумался о покупке долгов «Мечела» у Сбербанка - Сбербанк может продать долг «Мечела» Газпромбанку, к... http://t.co/GIPk62CGfo",0,,0,,,,,
194,621591740974110000,1437033994,"Сбербанк может продать долг ""Мечела"" Газпромбанку http://t.co/xekIpcahU7",0,,0,,,,,
195,621615296265070000,1437039610,Сбербанк может продать долг Мечела Газпромбанку – «Ведомости» http://t.co/AyW1EgYcIw,0,,0,,,,,
196,621617506059470000,1437040137,Сбербанк может продать долг Мечела Газпромбанку – «Ведомости»,0,,0,,,,,
197,621626368380380000,1437042250,Сбербанк может продать долг Мечела Газпромбанку – «Ведомости» http://t.co/nHmafgPFlo,0,,0,,,,,
198,621953096957210000,1437120148,RT @iberontas: Сбербанк может продать долг «Мечела» Газпромбанку,0,,0,,,,,
199,615735965408230000,1435637868,Вам же рекомендовали забить. Вот и забейте на этот чертов сбербанк… там они никогда не будут работать. И рекомендуйте знакомы забить на это,-1,,,,,,,
200,615736580762900000,1435638015,"Фразы типа С уважением, команда Службы заботы о клиентах Сбербанка России&amp;raquo;, С уважением, администрация&amp;raquo; меня всегда бесят. Как-",-1,,,,,,,
201,615741108740560000,1435639094,"http://t.co/Fl2qQDmukp Сбербанк отозвал иск к «Мечелу» на $1,2 млн",0,,,,,,,
202,615761908306580000,1435644053,"Абкабанская область новости:  Каждая 3-я операция по вкладам в Сбербанке имеет электронную подпись
http://t.co/S86QCFwj21",0,,,,,,,
203,615770799417330000,1435646173,RT @brianexefubar: http://t.co/HjwK7L2o3U #Сбербанк узнать задолженность по,0,,,,,,,
204,615771604455330000,1435646365,что-то с @alfa_bank совсем беда приключилась. карты не платят никуда =( #alfabank #fail,,,,-1,,,,
205,615780786638180000,1435648554,"Сбербанк отозвал иск к «Мечелу» на $1,2 млн",0,,,,,,,
206,615784818714890000,1435649516,"""Мечел"" погасил долг перед Сбербанком на $1,2 млн",0,,,,,,,
207,615795749813530000,1435652122,"@alfa_bank сумма пока не зачислена, в МКБ ответили, что поступление может занять до 5 дней. Отказ был от Альфы вчера днем.",,,,-1,,,,
208,615796787933110000,1435652369,"@sberbank ваши отделения и call-центр противоречат друг другу. Убила уйму времени,чтобы дождаться спец-та,кот.утверждает,что не может помочь",-1,,,,,,,
209,615802332719140000,1435653691,Газпромбанк потребительский кредит красноярский край г зеленогорск http://t.co/SfGqmOt9ED,,,0,,,,,
211,615823762928350000,1435658801,Банк уралсиб потребительский кредит город ижевск http://t.co/82deyOqhPP,,,,,,,0,
212,615837052475720000,1435661969,#Сбербанк лидер рейтинга мобильных приложений банков для iPhone по удобству использования http://t.co/NODLGZStQF,1,,,,,,,
213,615873822554620000,1435670736,"#сбербанк - отстой и днище. Пришел в отделение, подошел к банкомату, коечто делаю, сзади подошли инкассаторы и заставили прервать операцию!",-1,,,,,,,
214,615921001092750000,1435681984,#Как изменился кредит доверие сбербанка http://t.co/0f4Ei5Y0S9,0,,,,,,,
215,615931144710650000,1435684403,@cjfynjy @MERR0N меня тогда должны были сбербанк забанить уже,0,,,,,,,
216,615932665062120000,1435684765,Незаконный арест счета|Изъятие пенсии ПОЛНОСТЬЮ!: #Сберлохоразводка http://t.co/5a1HlN8AgQ,-1,,,,,,,
217,615936128051480000,1435685591,@sberbank Незаконный арест счета|Изъятие пенсии ПОЛНОСТЬЮ!http://t.co/5a1HlN8AgQ,-1,,,,,,,
