id,twitid,date,text,sberbank,vtb,gazprom,alfabank,bankmoskvy,raiffeisen,uralsib,rshb
6756,421305406950871040,1389282011,"должностные обязанности: -подключение клиентам услуги ""автоплатеж""; -привлечение клиентов на обслуживание по услуге ""сбербанк онлайн""",0,,,,,,,
6757,421307562420469760,1389282525,МЭР выбрало «Сбербанк КИБ» организатором продажи акций Ростелекома,0,,,,,,,
6758,421311206549225473,1389283393,сбербанк предлагает приобрести автомобиль для бизнеса,0,,,,,,,
6759,421317728943607808,1389284948,"казань сам господь бог велел финансировать герман греф пообещал татарстану дополнительные инвестиции сбербанка вчера татарстан, похоже,",0,,,,,,,
6760,421321525694705664,1389285854,http://t.co/1Bq3Uk2Mam ставка ипотечного кредитования байкальского банка сбербанка россии в 2009 году,0,,,,,,,
6761,421322701618171904,1389286134,http://t.co/0FBJTqpAMP ставки ипотечного кредита в сбербанке,0,,,,,,,
6762,421324020684816384,1389286449,http://t.co/q2MurOaDHX ставки по кредиту на приобретение жилья в сбербанке в 2008г,0,,,,,,,
6763,421326678397177856,1389287082,"леди и джентльменом индустрии pbwm оказались елена шилина (sberbank private banking) и станислав новиков (бкс ультима), а ее легендой – мар",0,,,,,,,
6764,421333137210105856,1389288622,Шаблон квитанции сбербанка: Шаблон квитанции сбербанка  http://t.co/yiodbe82kZ,0,,,,,,,
6765,421498211560218624,1389327979,заявление на выдачу нового пароля в сбербанке http://t.co/c14iViAq2K,0,,,,,,,
6766,421502438839836672,1389328987,карта виза электрон сбербанка http://t.co/Z2ZWa5J3Gu,0,,,,,,,
6767,421506794687438850,1389330025,"Россия трудовая: обзор последнего доклада Сбербанка (цифры, инфографика, светлая печаль) — Sputnik &amp; Pogrom http://t.co/Gvx5BdBNEv",0,,,,,,,
6768,421509710739566592,1389330720,"так зачем отстаивать очереди и платить гигантские комиссии сбербанку или почте россии, когда можно мгновенно перевести деньги с одной",-1,,,,,,,
6769,421510103507148801,1389330814,Сбербанк и &amp;#8220;Уралсиб&amp;#8221; объединили банкоматы #RU_FF,0,,,,,,0,
6770,421513778241761280,1389331690,"Гори в аду @sberbank, из пяти окон работает одно",-1,,,,,,,
6771,421514294283763712,1389331813,"#БольшойДжек #НамДоверяют / Сбербанк Технологии / Мероприятий: 17 / Участников: 900 человек / ""Мы ценим ва.. http://t.co/IKz515cKlc",0,,,,,,,
6772,421516927618809856,1389332441,#сбербанк делает мою карту уже 1 месяц и 7 дней,-1,,,,,,,
6773,421518485609795584,1389332813,Сижу в очереди..сбербанк такой сбербанк,-1,,,,,,,
6774,421521063432839168,1389333427,выгрузка реестров зарплаты xml из 1с в сбербанк бизнес онлайн http://t.co/xkNhSiA2cd,0,,,,,,,
6775,421523770101084160,1389334072,"по данным tns, большинство россиян оплачивают коммунальные услуги наличными: 42% - в отделениях «сбербанка», 18% - на «почте россии»,",0,,,,,,,
6776,421532977466576896,1389336268,"ЦБ РФ продолжает бороться с банками,проводящими сомнительные операции.Предупреждения получили Сбербанк,банк «Развитие» и ещё 5 банков",-1,,,,,,,
6777,421533498470432768,1389336392,"RT @sputnikipogrom: Россия трудовая: обзор последнего доклада Сбербанка (цифры, инфографика, светлая печаль) — Sputnik &amp; Pogrom http://t.co…",0,,,,,,,
6778,421538740637421568,1389337642,как можно привязать номер к сбербанковской карте http://t.co/Y0N3phXAVG,0,,,,,,,
6779,421543966996434944,1389338888,В Красногорске компания «Сити-XXI век» совместно со Сбербанком России открыли программу по ипотеке,0,,,,,,,
6780,421548646082293760,1389340003,Откуда Сбербанк вообще персонал берет?,-1,,,,,,,
6781,421587744058769408,1389349325,сбербанк ипотека процентная ставка 2013 http://t.co/yOfdNSbRTC #MotoX,0,,,,,,,
6782,421592394627559424,1389350434,"@sberbank C 01.01.2013 вступают дополнения в ФЗ №161 ""О национальной платежной системе"". В частности п.4 ст.9, который гласит: ",0,,,,,,,
6783,421592838154227712,1389350540,@sberbank В связи с этим некоторые банки могут отменить плату за услугу СМС-информирования. Т.е за услугу мобильный банк,0,,,,,,,
6784,421595527294107650,1389351181,при оплате на карту сбербанка поле комментарий к платежу не заполняем,0,,,,,,,
6785,421595623695990784,1389351204,Северо-Кавказский банк выдал первый кредит в рамках проекта «Сады КБР»: Северо-Кавказский банк ОАО «Сбербанк Р... http://t.co/rScjtqZmdU,0,,,,,,,
6786,421602570591678464,1389352860,Сбербанк России признан лауреатом премии «Навстречу будущему!» в номинации «Компания года»,1,,,,,,,
6787,421613513246011392,1389355469,RT @roxanasetara: ипотека сбербанк платежи http://t.co/12UFwdOqw1 #mrsbieber,0,,,,,,,
6788,421620493565702144,1389357133,@sberbank денег на Олимпиаду не хватает?!!!!,-1,,,,,,,
6789,421625983993532416,1389358442,«сбербанк» выпустил обновленную версию интернет-банка «сбербанк онлайн»,1,,,,,,,
6790,421631410667917312,1389359736,http://t.co/JO0bVTRoFH срочно кредит от 18 лет сбербанке,0,,,,,,,
6791,421636323577843713,1389360907,проверить баланс сбербанковской карты через интернет http://t.co/0GxH4yg1Zi,0,,,,,,,
6792,421637800648142848,1389361259,http://t.co/BtAy19snym ставка ипотечного кредита сбербанк,0,,,,,,,
6793,421660374509682688,1389366642,http://t.co/PZrAtv87TG ставка по коммерческим кредитам сбербанк,0,,,,,,,
6794,421662984214032386,1389367264,Через Сбербанк Онл@йн теперь возможно оплачивать услуги с кредитной карты Сбербанка,1,,,,,,,
6795,421675793945608192,1389370318,RT @ForJustlupi: Как сделать Новый Год незабываемым — советы от Сбербанка,0,,,,,,,
6796,421677113175842817,1389370632,"работа в здании сбербанка на керченской, с 8-ми до 17-00 ( пятидневка)",0,,,,,,,
6797,421681136507826176,1389371592,"RT @waponcymug: ВВП России может вырасти выше прогноза, об этом сообщил на деловом завтраке Сбербанка РФ на ежегодном инвестиционном форуме…",0,,,,,,,
6798,421682867169525760,1389372004,в ролике показан пример пипсовки на акциях сбербанка от г,0,,,,,,,
6799,421685132534108160,1389372544,Ипотечный кредит в сбербанке условия: ипотечный кредит в сбербанке условия http://t.co/myqiN8a0FF,0,,,,,,,
6800,421688502699696128,1389373348,"RT @_Huyana_: Ахринеть че творится около сбербанка. Куча мусаров с собакой,мчсники,все оцеплено и куча народу. Там то ли бомбу заложили,то …",-1,,,,,,,
6801,421829639292465153,1389406997,как юр лицу перевести деньги на счет физического лица сбербанк http://t.co/5UzQ0Bf4sp,0,,,,,,,
6802,421832849658900480,1389407763,"предприниматели татарстана приняли участие в бизнес-турне сбербанка09 декабря 2013 года, г",0,,,,,,,
6803,421833028592500737,1389407805,ипотека через сбербанк http://t.co/CfhP4Fm9fi #ЗаХрюшПротивТвц,0,,,,,,,
6804,421835064989597697,1389408291,уральский банк оао «сбербанк россии» снижает процентные ставки по ипотечным кредитам для покупателей новых квартир в зао «рсг —,1,,,,,,,
6805,421835206627045376,1389408325,городновокузнецк профессиональные навыки и опыт работы «сбербанк россии» (новокузнецкое отделение) по н/вр,0,,,,,,,
6806,421838721759969280,1389409163,как перевести деньги с карты сбербанк на сберегательную книжку http://t.co/H2Hmz7lkh5,0,,,,,,,
6807,421839621052317696,1389409377,платежка в казахстан сбербанк http://t.co/uhXXwubsEI,0,,,,,,,
6808,421842183394574337,1389409988,у сбербанка стал доступен автоплатеж за коммунальные услуги,1,,,,,,,
6809,421844483643551744,1389410537,"@sberbank Почему нельзя оплатить услуги ТТК через сбербанк онлайн, а только через терминал?",-1,,,,,,,
6810,421848596884254720,1389411517,Как оплачивать через банкомат сбербанка инструкция http://t.co/eKZY8ezhhN http://t.co/KK1aojeZpW,0,,,,,,,
6811,421849544406491136,1389411743,сбербанк открыл первый мини-офис в челябинской области,0,,,,,,,
6812,421850204103405568,1389411900,«сбербанк-аст» стала лауреатом национальной премии «компания года 2013»,1,,,,,,,
6813,421854581513940992,1389412944,как узнать расчетный счет по номеру карты сбербанк http://t.co/JDLl5PbGdC,0,,,,,,,
7695,412944803174039552,1387288687,втб 24 тольятти кредиты http://t.co/QVFQclOlNJ,,0,,,,,,
6814,421855144561876994,1389413078,RT @PskSrnk: Сбербанк возобновляет прием пятитысячных купюр: Московский банк Сбербанка возобновил прием купюр достоинством в 5 тысяч рублей…,1,,,,,,,
6815,421858643265331201,1389413912,бланк заявления на получение карты сбербанка http://t.co/IbHVH2H2Ly,0,,,,,,,
6816,421967298510200832,1389439818,"RT @sberbank: @saya_nee , карта на ваше имя в системе есть, была выпущена 01.04.2013.",0,,,,,,,
6817,421969562964197376,1389440358,как посмотреть остаток на карте сбербанк через интернет http://t.co/HvwHtB4tiW,0,,,,,,,
6818,421970284455800832,1389440530,http://t.co/IgeJiRiBOn Где получить кредит в сбербанке,0,,,,,,,
6819,421972734524923905,1389441114,http://t.co/4aHxFQhYlD Взять кредит в сбербанке для окрытия своего бизнеса,0,,,,,,,
6820,421973150356623361,1389441213,"@sberbank любезно спросил- выдать крупными, или с размером? Хотел с размером, был послан на... Спасибо, сбербанк.",-1,,,,,,,
6821,421973386135232512,1389441269,http://t.co/SR7j8mCBez Как взять кредит на малый бизнес сбербанк,0,,,,,,,
6822,421977671866667008,1389442291,http://t.co/ve9CYbdZHY Сбербанк переоформить кредит в рубли,0,,,,,,,
6823,421979997935390720,1389442846,http://t.co/W5HB1qlgaG Как взять кредит в сбербанке безработному,0,,,,,,,
6824,421984339422101504,1389443881,"RT @andre_sokolov: @DrRu87 Сбербанк - самый убогий банк за всю свою историю после Сберкассы. Его надо поместить в энциклопедию, в статью не…",-1,,,,,,,
6825,421984795380301824,1389443989,Погоняли меня сегодня сбербанк и почта россии (((,-1,,,,,,,
6826,421993251235581952,1389446006,#новости Карьерный портал Сбербанка набирает популярность среди жителей Дальнего Востока  #хабаровск #ТвиБанда,1,,,,,,,
6827,421993921716043776,1389446165,#новости Сбербанк готов простить своим хабаровским клиентам долги и неустойки  #Хабаровск #rigma #RuFollowBack,1,,,,,,,
6828,421995651719651329,1389446578,Вседозволенность и  безнаказанность порождают бестредел в руководящим  составе Сбербанка России. Этот факт... http://t.co/t5BSNmjwhb,-1,,,,,,,
6829,422012616718819329,1389450623,московские миллионеры предпочитают хранить деньги в сбербанке #новости,1,,,,,,,
6830,422072283206012928,1389464848,http://t.co/oMUFimd3Nv скачать шрифт чек ордер сбербанк 2014-01-11 18:33:41.567311 http://t.co/Np8hd95jsm,0,,,,,,,
6831,422095561240895488,1389470398,"Сбербанк роисси не шлет мне писем
не шлет повесток и телеграм
зато стабильно мне предлагает
унылый спам
#сбербанк",-1,,,,,,,
6832,422098368895008769,1389471068,"по словам генерального директора, зао ""сбербанк лизинг"" готово принять участие в реализации экономических проектов на территории карелии",0,,,,,,,
6833,422100382047686656,1389471547,уральский банк сбербанка россии в статусе партнера принял участие в iv ежегодном фестивале средств массовой информации,0,,,,,,,
6834,422225452573687808,1389501367,Как взять кредит для организации сбербанк http://t.co/OeYFQ3LmYj,0,,,,,,,
6835,422229356945997824,1389502297,#новости Запущен новый сайт Сбербанка  #хабаровск #AutoFollow,1,,,,,,,
6836,422231795296247808,1389502879,"организация новосибирское отделение № 8047 оао ""сбербанк россии""",0,,,,,,,
6837,422239610064748544,1389504742,"– более 300 предпринимателей из казани, нижнекамска и альметьевска приняли участие в крупномасштабном ежегодном проекте сбербанка –",0,,,,,,,
6838,422254022515380225,1389508178,http://t.co/3mr7rNFrLf Оформить кредит онлайн в сбербанке,0,,,,,,,
6839,422332282918027264,1389526837,Кредитные и дебетовые карты Сбербанка http://t.co/blbvDKBfwB,0,,,,,,,
6840,422344163615854592,1389529670,"RT @sberbank: Планируя поездку в аэропорт, отправьте SMS на номер 900 и электронный билет на «Аэроэкспресс» у вас в кармане http://t.co/jFx…",0,,,,,,,
6841,422351926521380864,1389531520,http://t.co/w3MApwYYl9 Регламент работы подразделений инкассации ОАО Сбербанк России,0,,,,,,,
6842,422354208587673600,1389532064,#новости Хабаровский Сбербанк окредитовал НК «Альянс» на 700 млн рублей  #Хабаровск #rigma #ТвиБанда,0,,,,,,,
6843,422354416344506368,1389532114,"Все остальные приложения, это либо соц. сети, либо обработка фото, либо различные сервисы вроде Сбербанка и МТС. Ну шазам ещё))",0,,,,,,,
6844,422357145414545408,1389532765,"RT @vicyn1: @sberbank ставка будет меняться в зависимости от пополнения в сторону увеличения? нап-р перв.месяц- 5.000, втор-10000(при перв …",0,,,,,,,
6845,422357484263579649,1389532845,"#AutoFollow В Москве арестовали влюбленную пару, обворовавшую отделение Сбербанка(@sberbank) на 31.500.000 рублей #Москва",-1,,,,,,,
6846,422358186331369472,1389533013,сбербанк онлайн скачать на андроид http://t.co/JEopnnWYtf,0,,,,,,,
6847,422361357690744834,1389533769,"36,6: бесплатные консультации онлайн для владельцев карт сбербанка",0,,,,,,,
6848,422362374830448640,1389534011,сбербанк россии выступает генеральным партнером «золотой маски» с 2002 года,0,,,,,,,
7031,423514961378545664,1389808809,ипотечный кредит в сбербанке условия http://t.co/jqRsTZzyPM,0,,,,,,,
6849,422369895066509312,1389535804,приложение мобильный банк сбербанк для андроид http://t.co/ie2Y1tLWMs,0,,,,,,,
6850,422372205771505664,1389536355,"ч наши выпускники работают бизнес-тренерами в таких компаниях как:""спортмастер"", ""аскания"", ""сатурн-новосибирск"", ""сбербанк"", ""банк",0,,,,,,,
6851,422381493818634240,1389538570,"пожалуйста, указывайте в теме письма наименование вакансии! организация оао ""сбербанк россии""",0,,,,,,,
6852,422387535512211456,1389540010,"документ подписали президент, председатель правления сбербанка россии герман греф и президент республики татарстан рустам минниханов",0,,,,,,,
6853,422395846421151744,1389541992,"За что, кроме мобильной связи, вы привыкли платить через #СбербанкОнлайн?",0,,,,,,,
6854,422402540291248128,1389543588,@rust_resisting у меня как-то было два одинаковых постановления! Девушка операционистка заметила! Молодец она! @sberbank,1,,,,,,,
6855,422415333228441600,1389546638,#ВставьМеняВчитаемые http://t.co/wie7zVvhtz #работа в мытищах сбербанк,0,,,,,,,
6856,422417156811141120,1389547072,скачать приложение сбербанк онлайн для андроид http://t.co/7uwiMbjjpi,0,,,,,,,
6857,422417248494428160,1389547094,"президент, председатель правления сбербанка выступил на семинаре",0,,,,,,,
6858,422425897241944064,1389549156,Говорящий банкомат сбербанка,0,,,,,,,
6859,422428824865763328,1389549854,http://t.co/d7Mz8JjXQE телефонный справочник сбербанк http://t.co/4WwGF0uqB8 энциклопедия по истории узбекистана,0,,,,,,,
6860,422591894653116417,1389588733,"ТЕХ. АНАЛИЗ - Сбербанк: Закрытие гэпа и выход к 1,5-месячному down-тренду вновь актуальны: Заметно лучше рынка... http://t.co/T4iv9558KM",0,,,,,,,
6861,422592566899380224,1389588893,"Программа ""Спасибо от Сбербанка"" ожидает десятимиллионного участника",0,,,,,,,
6862,422602892827033600,1389591355,#TeamFollowBack украина выплатит $750 млн по обесценившимся вкладам в сбербанке ссср #новости,0,,,,,,,
6863,422605999136972800,1389592096,договор был подписан согласно новым стандартам центрального аппарата оао «сбербанк россии»,0,,,,,,,
6864,422612218098614272,1389593579,#новости Мобильный Сбербанк теперь обслуживает клиентов поселка Георгиевка  #Хабаровск #rigma,0,,,,,,,
6865,422615523814154240,1389594367,"@sberbank Уважаемый Сбербанк! С карты моего товарища в мой адрес 10 часов назад ""ушли"" деньги! Я до сих пор ничего не получил!!!",-1,,,,,,,
6866,422635973894492161,1389599243,Российский аукционный дом продал 5 помещений Сбербанка в Петербурге,0,,,,,,,
6867,422637239068553216,1389599544,"«Сбербанк КИБ» предоставит кредит на сумму $1,75 млрд Антипинскому НПЗ",0,,,,,,,
6868,422640451049377792,1389600310,всё больше волгоградцев погашает кредиты других банков с помощью сбербанка,1,,,,,,,
6869,422641357862076416,1389600526,#новости Сбербанк проинвестировал крупное роуд-шоу в Абу-Даби  #хабаровск,0,,,,,,,
6870,422641750843219968,1389600620,"греф перечислил успехи, цели и ""головные боли"" сбербанка",0,,,,,,,
6871,422643713462902784,1389601088,"@bakosapivu Сбербанк #КИБ #предоставит кредит на сумму $1,75 млрд Антипинскому НПЗ:",0,,,,,,,
6872,422647237752025089,1389601928,"@sberbank
Сбербанк выдал кировским предпринимателям 7,7 млрд рублей в кредит
http://t.co/Y0ZkEpOVHU
#news #новости #Киров #кредит",0,,,,,,,
6873,422651104208633856,1389602850,"RT @sberbank: @vovamalshet1952 , это месячная плата за услугу",0,,,,,,,
6874,422654882873872384,1389603751,"#СберБанк подводит своими грубыми сотрудницами,у которых #обед",-1,,,,,,,
6875,422656092158451712,1389604039,http://t.co/tdmFfLS5uG #резюме для сбербанка http://t.co/2UVDqX3mSA,0,,,,,,,
6876,422657162578374656,1389604294,Личный кабинет сбербанка россии http://t.co/AU5uEzkXrK,0,,,,,,,
6877,422659112174755841,1389604759,"в северном банке сбербанка россии онлайн-банкингом пользуются более 180 тысяч клиентов, которые ежемесячно совершают 500 тысяч операций",0,,,,,,,
6878,422659974376853504,1389604965,"Покинувший Россию Гуриев набрал наибольшее число голосов на выборах в набсовет Сбербанка, обогнав Грефа и Кудрина",0,,,,,,,
6879,422660015569514496,1389604975,RT @uporotaya_69: Экс-сотрудница Сбербанка в Кемеровской области обвиняется в мошенничестве,-1,,,,,,,
6880,422660939477815296,1389605195,http://t.co/W4CopL9SsC #заполнить справку о доходах по форме банка сбербанк образец http://t.co/TUlY8LcSLM,0,,,,,,,
6881,422661218542051328,1389605261,"Долго, холодно и грустно( (@ Сбербанк) http://t.co/0VpcVUmoe8",-1,,,,,,,
6882,422662307970166784,1389605521,В торгово-розничной сети Ямала появились POS-терминалы Сбербанка,0,,,,,,,
6883,422664792306745344,1389606113,"В конце прошлой недели Сбербанк России произвел повторное списание средств у ряда клиентов-владельцев карт по ошибке. Как сообщили ""И...",-1,,,,,,,
6884,422664791509835776,1389606113,Сбербанк повторно списал средства с карт клиентов из-за ошибки банка-эквайера http://t.co/f7w7bD85BT,-1,,,,,,,
6885,422668806704492544,1389607070,#новости Офис «Сбербанка» сгорел ночью в Южном округе Хабаровска  #Хабаровск #rigma,-1,,,,,,,
6886,422692403561385984,1389612696,RT @ntvru: В «Сбербанке» произошел технический сбой: деньги за совершенные покупки дважды списываются с карт клиентов http://t.co/Gg6ivyXgNC,-1,,,,,,,
6887,422692509169766400,1389612722,"Круто, через трое суток я вернул деньги с QIWI на VISA карту, теперь СберБанк жжет, перевод между своими картами в онлайне, через сутки:((((",-1,,,,,,,
6888,422694789964763136,1389613265,Сбербанк снижает ставки на ипотеку.,1,,,,,,,
6889,422699005814919168,1389614271,"дневник по практике заполненный в сбербанке: Объемы продаж смартфона HTC Magic, появившегося в магазинах нынеш... http://t.co/7lm5GS9kwH",0,,,,,,,
6890,422699768457216000,1389614452,ставка по ипотеке сбербанк http://t.co/XT4rjpscR2,0,,,,,,,
6891,422701776157302784,1389614931,Арбитраж обязал иркутского застройщика вернуть Сбербанку 434 млн руб долга,0,,,,,,,
6892,422705218577793024,1389615752,"@kirawhosoever я только снимаю наличку, но это можно сделать в любом банкомете Сбербанка, просто сейчас было по пути)",0,,,,,,,
6893,422705827581939712,1389615897,@Genproc Но почему не смотрит на  воровство и мошенничество Сбербанка России. http://t.co/QOKRicPqWZ,-1,,,,,,,
6894,422706203345432576,1389615987,"уральский филиал сбербанка уже рефинансировал кредиты, оформленные малым бизнесом в других банках, на общую сумму более 420 млн рублей",0,,,,,,,
6895,422708247561510912,1389616474,"RT @pereverzeva_n: Сбербанк совершил повторное списание с карт ряда клиентов
❤️#ДавайПофолловимся
❤️#ХочуЧитатьВсех",-1,,,,,,,
6896,422710445158330368,1389616998,Сбербанк возобновил прием 5-тысячных купюр в банкоматах Москвы #FF_RU,1,,,,,,,
6897,422712466984808448,1389617480,«сбербанк» временно поможет партнерам «мастер-банка» возобновить операции по выпущенным ими картам,0,,,,,,,
6898,422719964123246592,1389619267,"Уже второй раз за короткий промежуток, подходя к Сбербанку, вспоминаю, что он не работает по понедельникам.",0,,,,,,,
6899,422720675506159616,1389619437,#TeamFollowBack московские миллионеры предпочитают хранить деньги в сбербанке #новости,1,,,,,,,
6900,422720720011923456,1389619448,"участники встречи обсудили возможные пути сотрудничества карельского правительства и оао ""сбербанк лизинг""",0,,,,,,,
6901,422722564104785920,1389619887,Сбербанк запустил новую версию сайта http://t.co/qs2NtF9hLq #новости #news #лето,1,,,,,,,
6902,422728446423207936,1389621290,"Поддержка малому бизнесу!
Портал сбербанка ""Деловая среда"" http://t.co/rzMUbLTtLt Подходящие кредиты в нужное время!",0,,,,,,,
6903,422736696690475008,1389623257,"""Сбербанк России"" подтвердил факт повторного списания средств со счетов некоторых клиентов - владельцев карт банка,  сообщает ""Интерф...",-1,,,,,,,
6904,422737393343426560,1389623423,#юмор Что может быть с картой сбербанка? http://t.co/tQVjK3G3h4,0,,,,,,,
6905,422737392769187840,1389623423,RT @SokolovK98: НИКОГДА не храните деньги в сберегательных кассах http://t.co/xSgd7GHc7T #зло #сбербанк,-1,,,,,,,
6906,422744706574209024,1389625166,У нас в городе в одном из филиалов Сбербанка сделали детский уголок - для нашего города это вновинку - чтобы детишк.. http://t.co/aXwbZp7r9S,1,,,,,,,
6907,422753902946443264,1389627359,#Moneyzzz: #Сбербанк России в конце прошлой недели совершил из-за ошибки повторное списание средств у ряда клиентов.. http://t.co/RlDqbW6r7n,-1,,,,,,,
6908,422757528397574144,1389628223,"выпускниками данной школы стали уже 82 человека, 51 из которых были трудоустроены в ооо «сбербанк»",0,,,,,,,
6909,422762292216729602,1389629359,#чек-ордер сбербанка образец http://t.co/29Er6zqJCk,0,,,,,,,
6910,422767855206010880,1389630685,"Выступил на конференции, организованной Сбербанком и деловой Россией. http://t.co/odR6bJpQ8x #ДеловаяРоссия",0,,,,,,,
6911,422779459091980288,1389633452,Игрушки для детей 0-6 месяцев сбербанк: Игрушки для детей 0-6 месяцев сбербанк http://t.co/ve787zel5D... http://t.co/cHEt2dy0s5,0,,,,,,,
